Depth,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),Dissolved Oxygen (%saturation),E. coli (cfu/100mL),Faecal Coliforms (cfu/100mL),Nitrite Nitrogen (mg/L),Nitrate Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),Phaeo-pigments (μg/L),Salinity (psu),Silica (mg/L),Secchi Disc Depth (M),Suspended Solids (mg/L),Temperature (°C),Total Inorganic Nitrogen (mg/L),Total Kjeldahl Nitrogen (mg/L),Total Nitrogen (mg/L),Total Phosphorus (mg/L),Turbidity (NTU),Unionised Ammonia (mg/L),Volatile Suspended Solids (mg/L),label
1,0.9,0.27,1.0,72.0,,nan,0.022,0.056,0.039,0.2,32.5,0.89,1.5,13.0,20.2,0.35,0.58,0.66,0.08,7.9,0.008,3.5,drinkable
2,1.1,0.149,0.2,76.0,1900.0,1900,0.022,0.049,0.02,0.2,32.8,0.83,1.5,8.5,20.2,0.22,0.28,0.35,0.07,10.1,0.005,3.0,drinkable
0,0.5,0.031,2.5,88.0,1.0,1,0.029,0.139,0.023,4.3,29.8,0.74,1.5,10.0,23.0,0.2,0.4,0.57,0.07,4.1,0.001,3.0,drinkable
1,0.6,0.031,4.2,85.0,,nan,0.023,0.13,0.014,2.7,30.3,0.49,1.5,5.5,21.8,0.18,0.43,0.58,0.17,4.0,0.001,2.0,drinkable
2,0.2,0.016,1.1,82.0,430.0,430,0.017,0.085,0.007,7.8,31.2,0.36,1.5,14.0,21.7,0.12,0.33,0.43,0.06,25.0,0.001,3.0,drinkable
0,1.1,0.13,1.1,77.0,120.0,140,0.013,0.024,0.02,1.9,32.4,0.32,2.5,3.5,23.2,0.17,0.41,0.45,0.06,2.7,0.004,1.5,drinkable
1,1,0.1,0.2,77.0,,nan,0.013,0.023,0.018,3.1,32.5,0.32,2.5,3.0,23.0,0.14,0.48,0.52,0.05,3.7,0.003,1.5,drinkable
2,9.6,0.199,1.9,59.0,1100.0,1100,0.014,0.031,0.028,0.4,32.5,0.43,2.5,8.5,22.7,0.24,0.67,0.71,0.12,7.2,0.005,2.5,good for marine life
0,0.2,0.11,0.2,86.0,120.0,140,0.025,0.1,0.016,1.5,30.9,0.83,1.5,5.5,24.4,0.24,0.36,0.49,0.04,5.1,0.004,2.0,drinkable
1,0.3,0.097,0.4,84.0,,nan,0.025,0.1,0.012,0.2,31.0,0.81,1.5,5.5,24.4,0.22,0.33,0.46,0.04,4.7,0.004,2.0,drinkable
2,0.3,0.16,1.7,77.0,810.0,890,0.023,0.068,0.018,1.4,31.3,0.77,1.5,4.0,24.3,0.25,0.53,0.62,0.06,5.8,0.006,1.5,drinkable
0,2.2,0.011,16.0,112.0,10.0,10,0.04,0.11,0.028,0.4,27.5,0.51,3.0,4.0,26.2,0.16,0.59,0.74,0.04,1.6,0.001,1.5,drinkable
1,2,0.006,5.5,88.0,,nan,0.049,0.13,0.031,6.6,28.3,0.66,3.0,4.5,26.0,0.19,0.81,0.99,0.04,1.6,0.001,2.0,drinkable
2,1.2,0.02,4.6,68.0,1100.0,1200,0.048,0.139,0.025,7.0,29.0,0.7,3.0,5.0,25.6,0.21,0.78,0.97,0.04,2.2,0.001,2.0,good for marine life
0,0.9,0.025,5.7,81.0,130.0,170,0.023,0.079,0.021,0.6,28.4,0.53,3.2,1.5,26.1,0.13,0.44,0.54,0.03,1.2,0.001,1.0,drinkable
1,1.1,0.033,6.5,78.0,,nan,0.021,0.067,0.021,1.5,28.6,0.36,3.2,7.5,25.8,0.12,0.39,0.48,0.05,1.4,0.002,3.0,drinkable
2,1.1,0.1,8.2,61.0,5800.0,6600,0.021,0.062,0.039,1.8,28.9,0.26,3.2,3.5,25.8,0.18,0.39,0.47,0.04,1.8,0.004,2.0,good for marine life
0,1.9,0.022,14.0,108.0,1.0,nan,0.017,0.053,0.005,18.0,25.2,0.34,2.0,4.5,28.5,0.09,0.43,0.5,0.03,3.9,0.001,2.0,drinkable
1,2.4,0.032,32.0,90.0,,nan,0.017,0.023,0.01,11.0,27.3,0.14,2.0,11.0,27.7,0.07,0.49,0.53,0.02,6.6,0.001,3.5,drinkable
2,1.9,0.044,17.0,66.0,310.0,390,0.02,0.074,0.01,4.8,28.5,0.43,2.0,7.5,27.1,0.14,0.23,0.32,0.02,5.7,0.001,2.5,good for marine life
0,2.3,0.01,30.0,101.0,230.0,320,0.004,0.009,0.005,8.0,27.3,0.49,1.8,12.0,27.1,0.02,1.0,1.01,0.03,6.5,0.001,4.0,drinkable
1,1.6,0.008,19.0,65.0,,nan,0.01,0.037,0.005,7.7,31.2,0.82,1.8,10.0,26.4,0.06,0.36,0.41,0.02,7.3,0.001,3.5,good for marine life
2,0.4,0.022,1.5,59.0,730.0,830,0.019,0.031,0.012,0.2,33.9,1.1,1.8,13.0,23.2,0.07,0.44,0.49,0.02,8.3,0.001,1.5,good for marine life
0,6.5,0.014,4.6,77.0,240.0,340,0.05,0.22,0.017,0.2,26.6,2.5,,5.0,25.0,0.28,0.55,0.82,0.02,4.4,0.001,,drinkable
1,6,0.012,3.8,76.0,,nan,0.05,0.22,0.015,0.9,26.6,2.0,,4.5,24.9,0.28,0.55,0.82,0.02,4.7,0.001,,drinkable
2,6.1,0.036,3.4,75.0,140.0,180,0.05,0.22,0.017,0.3,27.4,2.5,,5.5,24.9,0.31,0.36,0.63,0.02,4.3,0.002,,drinkable
0,0.6,0.012,13.0,92.0,10.0,10,0.01,0.029,0.008,0.2,30.5,0.77,1.8,9.0,24.8,0.05,0.25,0.29,0.04,4.2,0.001,2.5,drinkable
1,0.7,0.01,14.0,92.0,,nan,0.008,0.033,0.007,0.2,30.9,0.65,1.8,12.0,24.3,0.05,0.2,0.24,0.05,4.9,0.001,3.5,drinkable
2,0.4,0.021,6.3,80.0,310.0,340,0.018,0.058,0.012,0.4,31.9,0.89,1.8,12.0,23.5,0.1,0.23,0.31,0.08,13.0,0.001,2.5,drinkable
0,0.5,0.067,1.0,77.0,10.0,20,0.034,0.087,0.018,0.5,28.9,1.1,1.3,6.0,27.7,0.19,0.29,0.41,0.09,6.9,0.004,1.5,good for marine life
1,0.5,0.061,1.5,74.0,,nan,0.032,0.069,0.02,0.2,29.1,0.83,1.3,4.5,27.5,0.16,0.53,0.63,0.02,6.6,0.004,1.5,good for marine life
2,0.6,0.043,1.1,75.0,260.0,260,0.031,0.059,0.016,0.3,29.4,0.76,1.3,5.0,27.4,0.13,0.51,0.6,0.03,8.1,0.003,1.5,good for marine life
0,0.9,0.13,1.3,46.0,750.0,1000,0.022,0.075,0.028,2.3,30.4,0.7,1.7,2.0,26.6,0.23,0.45,0.55,0.04,7.3,0.007,1.0,good for marine life
1,1.1,0.18,0.6,40.0,,nan,0.027,0.07,0.035,0.2,30.7,0.95,1.7,1.5,26.4,0.28,0.49,0.59,0.06,7.5,0.009,1.0,non consumable
2,0.9,0.12,0.4,46.0,1200.0,1500,0.022,0.075,0.028,0.2,30.9,0.69,1.7,3.5,25.8,0.22,0.46,0.56,0.06,7.2,0.006,1.0,good for marine life
0,0.8,0.25,4.4,58.0,360.0,470,0.013,0.027,0.035,0.3,32.3,0.68,1.5,3.5,27.7,0.29,0.72,0.76,0.09,6.8,0.016,1.0,good for marine life
1,0.7,0.31,3.6,56.0,,nan,0.013,0.026,0.044,1.7,32.4,0.71,1.5,3.0,27.7,0.35,0.81,0.85,0.1,9.0,0.022,1.0,good for marine life
2,0.2,0.053,0.6,68.0,120.0,120,0.012,0.018,0.006,0.2,32.8,0.54,1.5,4.5,27.8,0.08,0.41,0.44,0.05,19.0,0.005,1.5,good for marine life
0,0.7,0.024,2.3,84.0,1.0,1,0.087,0.078,0.022,0.6,31.7,1.1,1.8,4.0,27.2,0.19,0.42,0.59,0.07,5.2,0.002,0.5,drinkable
1,0.3,0.018,3.1,83.0,,nan,0.087,0.076,0.018,0.2,31.7,1.1,1.8,4.5,27.2,0.18,0.32,0.48,0.05,2.9,0.002,0.5,drinkable
2,0.1,0.005,1.5,82.0,130.0,130,0.081,0.055,0.014,0.2,32.2,1.0,1.8,4.5,27.0,0.14,0.51,0.65,0.05,2.8,0.001,2.0,drinkable
0,1.2,0.085,0.6,91.0,600.0,700,0.014,0.023,0.02,0.2,31.7,0.27,1.5,3.5,27.5,0.12,0.5,0.54,0.03,6.5,0.012,1.0,drinkable
1,1.1,0.09,2.7,88.0,,nan,0.012,0.024,0.02,0.2,32.3,0.31,1.5,8.0,27.4,0.13,0.44,0.48,0.04,10.2,0.012,1.5,drinkable
2,1.1,0.086,0.6,85.0,60.0,110,0.013,0.024,0.028,0.2,32.3,0.32,1.5,10.0,27.4,0.12,1.1,1.14,0.04,8.8,0.012,1.5,drinkable
0,1,0.17,1.3,66.0,260.0,300,0.044,0.044,0.03,0.2,33.3,1.2,1.5,5.0,25.2,0.26,0.67,0.76,0.06,8.9,0.004,1.5,good for marine life
1,0.9,0.1,1.0,72.0,,nan,0.048,0.042,0.041,0.6,33.5,1.3,1.5,3.0,25.1,0.19,0.54,0.63,0.08,7.0,0.003,1.0,good for marine life
2,0.8,0.068,1.3,79.0,270.0,300,0.048,0.047,0.02,0.2,33.5,1.1,1.5,4.0,25.0,0.16,0.52,0.62,0.03,8.0,0.002,1.5,drinkable
0,0.9,0.24,7.6,67.0,330.0,330,0.043,0.053,0.039,2.7,33.3,0.21,1.5,6.5,24.0,0.34,0.76,0.86,0.07,10.0,0.008,2.5,good for marine life
1,0.9,0.25,9.0,68.0,,nan,0.067,0.064,0.041,1.8,33.3,0.26,1.5,11.0,23.9,0.38,0.76,0.89,0.1,10.0,0.008,3.0,good for marine life
2,0.6,0.16,9.3,72.0,640.0,730,0.042,0.049,0.032,1.6,33.4,0.38,1.5,13.0,23.8,0.25,0.69,0.78,0.07,12.5,0.006,4.0,good for marine life
0,0.2,0.025,1.0,82.0,70.0,80,0.014,0.036,0.007,0.2,33.2,1.2,1.4,8.0,20.5,0.08,0.3,0.35,0.04,12.5,0.001,2.0,drinkable
1,0.3,0.012,1.0,81.0,,nan,0.013,0.036,0.006,0.2,33.5,1.1,1.4,13.0,20.6,0.06,0.28,0.33,0.04,13.0,0.001,3.5,drinkable
2,0.3,0.012,0.6,81.0,130.0,140,0.014,0.039,0.007,0.2,33.5,1.1,1.4,9.5,20.6,0.07,0.31,0.36,0.04,12.8,0.001,3.5,drinkable
0,1.3,0.25,4.2,73.0,40.0,80,0.016,0.071,0.051,2.2,32.7,0.97,1.0,2.0,17.7,0.34,0.85,0.94,0.11,4.3,0.011,1.0,drinkable
1,1.6,0.25,4.4,73.0,,nan,0.017,0.071,0.049,1.6,32.7,0.98,1.0,3.0,17.8,0.34,0.93,1.02,0.1,3.0,0.01,1.5,drinkable
2,1,0.2,4.0,74.0,1.0,1,0.016,0.069,0.05,3.7,32.7,0.88,1.0,3.5,17.6,0.29,0.85,0.94,0.09,6.5,0.009,1.0,drinkable
0,1.2,0.076,1.1,91.0,110.0,160,0.014,0.088,0.022,0.7,31.9,1.0,3.0,8.0,18.4,0.18,0.67,0.77,0.04,3.5,0.003,3.5,drinkable
1,0.8,0.067,1.7,90.0,,nan,0.014,0.09,0.024,0.4,31.9,1.0,3.0,6.0,18.1,0.17,0.51,0.61,0.05,4.0,0.002,3.0,drinkable
2,0.9,0.073,1.0,89.0,160.0,210,0.014,0.09,0.02,1.0,31.8,1.1,3.0,4.0,18.0,0.18,0.52,0.62,0.05,5.0,0.003,2.5,drinkable
0,0.4,0.27,5.7,84.0,700.0,800,0.025,0.065,0.06,0.3,31.5,0.69,3.0,1.5,18.5,0.36,0.73,0.82,0.08,2.3,0.013,1.0,drinkable
1,0.6,0.21,9.5,85.0,,nan,0.024,0.06,0.038,1.4,31.6,0.61,3.0,6.0,18.3,0.29,0.68,0.76,0.06,6.1,0.01,2.0,drinkable
2,0.2,0.19,5.7,91.0,1300.0,1700,0.023,0.057,0.036,1.0,31.7,0.63,3.0,4.5,18.2,0.27,0.57,0.65,0.12,3.0,0.01,2.5,drinkable
0,0.9,0.18,2.7,,100.0,100,0.019,0.044,0.038,0.7,32.1,0.59,2.5,20.0,18.2,0.24,0.76,0.82,0.07,2.8,0.005,6.0,non consumable
1,0.8,0.19,3.1,,20.0,30,0.016,0.048,0.041,0.6,32.1,0.64,2.5,14.0,18.2,0.25,0.74,0.8,0.07,3.2,0.005,4.0,non consumable
2,0.9,0.19,3.2,,60.0,70,0.019,0.051,0.04,0.8,32.1,0.64,2.5,26.0,18.1,0.26,1.1,1.17,0.08,3.0,0.005,6.5,non consumable
0,0.9,0.31,1.1,66.0,1600.0,1600,0.13,0.071,0.061,0.2,32.5,1.0,3.0,5.5,17.5,0.51,0.74,0.94,0.13,3.9,0.008,4.0,drinkable
1,1,0.3,1.0,64.0,700.0,800,0.12,0.059,0.062,0.5,32.5,0.93,3.0,2.0,17.5,0.48,0.36,0.54,0.12,4.5,0.008,1.5,good for marine life
2,1,0.053,0.6,68.0,1100.0,1400,0.37,0.069,0.061,0.4,32.6,0.92,3.0,31.0,17.6,0.49,0.31,0.75,0.08,4.7,0.001,11.0,drinkable
0,0.8,0.078,2.3,92.0,800.0,870,0.046,0.035,0.02,0.6,32.7,0.72,2.9,9.5,16.4,0.16,0.53,0.61,0.03,3.0,0.002,3.0,drinkable
1,0.9,0.054,2.9,93.0,640.0,650,0.033,0.036,0.021,1.3,32.7,0.73,2.9,4.5,16.4,0.12,0.44,0.51,0.03,3.4,0.001,1.5,drinkable
2,2.3,0.14,1.1,92.0,840.0,880,0.13,0.059,0.033,1.5,32.7,0.64,2.9,17.0,16.4,0.33,0.55,0.74,0.07,3.9,0.004,5.0,drinkable
0,0.1,0.13,2.1,79.0,120.0,130,0.017,0.097,0.03,0.2,32.0,1.1,2.9,5.0,15.3,0.24,0.72,0.83,0.11,2.3,0.003,2.0,drinkable
1,0.3,0.095,1.3,83.0,200.0,210,0.016,0.094,0.03,1.2,31.9,1.1,2.9,10.0,15.3,0.21,0.69,0.8,0.07,2.5,0.002,3.0,drinkable
2,0.1,0.029,1.7,88.0,150.0,220,0.015,0.094,0.017,1.0,31.9,1.0,2.9,5.0,15.1,0.14,0.6,0.71,0.09,2.7,0.001,2.0,drinkable
0,1,0.2,2.1,69.0,2700.0,2900,0.003,0.083,0.045,0.2,31.5,1.1,2.7,13.0,16.5,0.29,0.95,1.04,0.09,3.8,0.005,4.0,drinkable
1,1.4,0.22,1.3,73.0,2400.0,2500,0.003,0.077,0.038,0.2,31.7,1.1,2.7,19.0,16.5,0.3,0.85,0.93,0.08,3.8,0.007,6.5,drinkable
2,1.2,0.23,1.0,84.0,2000.0,2900,0.003,0.083,0.067,0.8,31.9,1.2,2.7,12.0,16.4,0.32,0.98,1.07,0.13,4.0,0.006,6.0,drinkable
0,0.7,0.079,1.5,86.0,300.0,310,0.006,0.064,0.018,0.6,32.3,0.8,2.0,3.5,17.3,0.15,0.73,0.8,0.04,6.3,0.003,1.5,drinkable
1,0.7,0.11,2.1,87.0,320.0,350,0.005,0.066,0.025,0.2,32.4,0.82,2.0,3.5,17.2,0.18,0.57,0.64,0.05,4.9,0.004,1.5,drinkable
2,0.6,0.097,2.5,91.0,280.0,290,0.005,0.062,0.021,0.2,32.7,0.77,2.0,4.5,17.1,0.16,0.5,0.57,0.03,6.5,0.003,1.5,drinkable
0,0.5,0.033,1.1,90.0,470.0,490,0.017,0.1,0.022,0.6,31.2,1.2,2.3,0.5,19.7,0.15,0.59,0.71,0.13,8.0,0.001,0.5,drinkable
1,0.5,0.031,1.1,90.0,940.0,960,0.02,0.08,0.021,0.2,31.5,1.0,2.3,4.0,19.6,0.13,0.59,0.69,0.04,8.1,0.001,1.5,drinkable
2,0.5,0.019,1.3,93.0,360.0,410,0.012,0.061,0.019,0.2,33.0,0.86,2.3,1.5,19.3,0.09,0.47,0.54,0.1,8.5,0.001,1.0,drinkable
0,1,0.043,1.7,71.0,130.0,130,0.019,0.11,0.025,0.7,31.3,1.1,3.1,5.0,23.6,0.17,0.48,0.61,0.15,5.5,0.002,3.5,good for marine life
1,0.8,0.045,2.7,69.0,370.0,440,0.028,0.098,0.03,0.2,31.9,0.93,3.1,2.5,23.4,0.17,0.65,0.78,0.05,4.5,0.002,1.5,good for marine life
2,0.7,0.061,1.5,70.0,570.0,630,0.036,0.084,0.035,0.7,32.1,1.0,3.1,2.5,23.3,0.18,0.59,0.71,0.07,4.5,0.003,1.5,good for marine life
0,0.6,0.1,1.9,77.0,,nan,0.008,0.055,0.024,0.2,31.5,0.56,2.1,1.5,24.8,0.16,0.66,0.72,0.06,4.9,0.005,1.0,drinkable
1,0.7,0.097,2.1,77.0,,100,0.008,0.055,0.024,0.3,31.6,0.68,2.1,1.0,24.7,0.16,0.64,0.7,0.07,5.3,0.005,1.0,drinkable
2,0.5,0.073,2.1,82.0,100.0,100,0.007,0.041,0.02,0.2,32.8,1.4,2.1,3.5,24.5,0.12,0.53,0.58,0.06,6.0,0.004,2.0,drinkable
0,0.4,0.066,5.3,81.0,40.0,60,0.011,0.096,0.012,0.2,31.3,0.56,4.3,1.5,26.0,0.17,0.71,0.82,0.04,2.9,0.004,0.5,drinkable
1,0.3,0.08,5.5,83.0,170.0,190,0.01,0.088,0.02,1.0,31.6,0.62,4.3,2.5,26.0,0.18,0.71,0.81,0.03,3.8,0.004,1.5,drinkable
2,0.5,0.064,4.0,80.0,280.0,300,0.008,0.061,0.02,1.1,32.6,0.45,4.3,1.5,25.9,0.13,0.7,0.77,0.04,3.9,0.003,0.5,drinkable
0,0.9,0.008,11.0,97.0,40.0,40,0.008,0.13,0.005,4.8,27.2,0.43,2.2,3.5,28.7,0.15,0.24,0.38,0.03,6.1,0.001,1.5,drinkable
1,0.6,0.01,4.8,91.0,60.0,60,0.01,0.14,0.005,3.9,27.4,0.66,2.2,4.0,28.4,0.16,0.24,0.39,0.03,6.3,0.001,1.5,drinkable
2,0.9,0.008,7.6,75.0,110.0,120,0.01,0.16,0.005,4.3,28.7,0.62,2.2,5.0,28.1,0.18,0.26,0.43,0.02,7.0,0.001,1.0,good for marine life
0,2.6,0.037,6.9,88.0,200.0,200,0.051,0.13,0.016,6.0,28.0,1.7,1.4,5.0,27.0,0.22,0.55,0.73,0.05,5.0,0.003,2.5,drinkable
1,3,0.027,5.9,85.0,,nan,0.054,0.14,0.018,6.8,28.3,1.7,1.4,3.5,26.8,0.22,0.54,0.73,0.05,5.0,0.003,2.0,drinkable
2,1.5,0.021,4.0,65.0,100.0,100,0.058,0.13,0.012,3.3,30.3,1.8,1.4,4.0,25.7,0.21,0.44,0.63,0.04,4.5,0.002,2.0,good for marine life
0,1.7,0.011,10.0,100.0,,nan,0.017,0.031,0.006,10.0,29.2,0.16,2.5,4.5,26.1,0.06,0.35,0.4,0.02,3.6,0.001,3.0,drinkable
1,1.2,0.01,11.0,71.0,,100,0.031,0.06,0.005,9.9,30.5,0.42,2.5,6.5,25.2,0.1,0.31,0.4,0.03,4.1,0.001,3.5,good for marine life
2,1.3,0.041,3.2,60.0,1200.0,1300,0.032,0.057,0.005,15.0,32.4,0.5,2.5,7.5,24.4,0.13,0.42,0.51,0.03,4.4,0.003,2.5,good for marine life
0,2.4,0.011,20.0,131.0,30.0,40,0.008,0.095,0.005,10.0,23.8,0.96,1.3,7.5,27.7,0.11,0.27,0.37,0.02,11.9,0.002,2.5,good for marine life
1,0.8,0.013,8.6,90.0,60.0,70,0.005,0.091,0.005,9.2,26.2,1.2,1.3,10.0,26.7,0.11,0.36,0.46,0.1,17.2,0.001,3.0,drinkable
2,1.4,0.013,13.0,60.0,100.0,1000,0.008,0.12,0.005,9.8,30.5,1.3,1.3,8.0,24.7,0.14,0.27,0.4,0.02,8.7,0.001,2.5,good for marine life
0,2.8,0.026,24.0,112.0,120.0,140,0.006,0.015,0.005,8.2,30.1,0.05,1.8,7.5,26.4,0.05,0.45,0.47,0.02,5.5,0.003,3.0,drinkable
1,2.8,0.014,22.0,110.0,20.0,20,0.003,0.005,0.005,12.0,30.3,0.05,1.8,6.5,26.2,0.02,0.45,0.46,0.02,5.7,0.002,2.5,drinkable
2,2.3,0.074,17.0,73.0,100.0,140,0.016,0.035,0.006,5.5,30.9,0.2,1.8,16.0,26.1,0.13,0.52,0.57,0.02,11.7,0.008,4.0,good for marine life
0,5.1,0.021,35.0,125.0,200.0,200,0.035,0.13,0.005,28.0,25.1,0.08,1.3,7.0,25.6,0.19,0.53,0.7,0.05,8.0,0.006,2.5,good for marine life
1,4,0.031,33.0,85.0,100.0,100,0.051,0.18,0.005,24.0,26.9,0.25,1.3,10.0,24.5,0.26,0.53,0.76,0.06,8.0,0.006,4.0,good for marine life
2,0.9,0.089,3.6,41.0,200.0,200,0.069,0.091,0.027,4.1,31.6,1.2,1.3,18.0,22.8,0.25,1.3,1.46,0.06,14.0,0.005,3.0,non consumable
0,3.7,0.005,60.0,117.0,100.0,100,0.01,0.14,0.005,14.0,23.8,0.51,0.9,6.5,27.5,0.16,0.32,0.47,0.04,7.3,0.001,1.5,drinkable
1,3.4,0.006,39.0,56.0,300.0,400,0.002,0.17,0.005,44.0,29.4,0.16,0.9,14.0,24.4,0.18,0.1,0.27,0.02,6.5,0.001,3.0,good for marine life
2,1.5,0.006,22.0,40.0,200.0,200,0.022,0.16,0.005,8.1,32.7,0.99,0.9,4.5,23.1,0.19,0.35,0.53,0.05,7.1,0.001,1.0,non consumable
0,1,0.25,0.2,51.0,370.0,480,0.013,0.054,0.021,0.7,30.2,0.7,1.2,6.5,25.8,0.32,0.49,0.56,0.05,6.1,0.022,1.5,good for marine life
1,1.4,0.22,1.9,52.0,420.0,490,0.012,0.053,0.025,1.3,30.3,0.75,1.2,6.5,25.8,0.29,0.5,0.57,0.06,8.1,0.019,2.0,good for marine life
2,1.3,0.23,1.7,51.0,460.0,510,0.012,0.057,0.024,1.8,30.3,0.83,1.2,7.5,25.8,0.3,0.56,0.63,0.06,7.5,0.019,2.0,good for marine life
0,0.3,0.2,1.5,69.0,,nan,0.025,0.068,0.04,0.2,31.3,1.5,1.0,7.5,26.7,0.29,0.56,0.65,0.05,5.6,0.016,1.5,good for marine life
1,0.4,0.21,1.2,66.0,,nan,0.025,0.067,0.04,0.2,31.4,1.6,1.0,9.5,26.4,0.3,0.67,0.76,0.04,6.6,0.017,3.0,good for marine life
2,0.3,0.27,0.8,60.0,100.0,200,0.022,0.062,0.048,0.7,31.4,1.8,1.0,16.0,26.4,0.35,0.76,0.84,0.06,10.0,0.019,3.0,good for marine life
0,1.2,0.14,1.0,76.0,,nan,0.027,0.057,0.027,0.2,32.1,0.9,1.7,7.5,24.3,0.22,0.33,0.41,0.05,8.0,0.011,1.5,drinkable
1,1.2,0.16,0.8,75.0,,nan,0.028,0.054,0.029,0.2,32.1,0.97,1.7,14.0,24.3,0.24,0.41,0.49,0.06,16.0,0.013,2.0,drinkable
2,1.3,0.16,0.8,77.0,,nan,0.028,0.059,0.029,0.7,32.1,1.0,1.7,31.0,24.3,0.25,0.38,0.47,0.07,30.5,0.012,4.5,drinkable
0,0.4,0.15,0.4,77.0,200.0,200,0.03,0.067,0.03,0.3,32.4,1.3,1.0,9.5,23.0,0.25,0.36,0.46,0.05,11.0,0.007,1.5,drinkable
1,0.4,0.14,0.2,78.0,100.0,500,0.029,0.071,0.03,0.3,32.4,1.4,1.0,10.0,22.9,0.24,0.38,0.48,0.04,14.3,0.006,2.0,drinkable
2,0.6,0.13,0.4,79.0,100.0,100,0.03,0.063,0.028,0.6,32.4,1.2,1.0,11.0,22.9,0.22,0.34,0.43,0.04,10.4,0.006,2.0,drinkable
0,0.5,0.17,0.3,75.0,270.0,400,0.03,0.12,0.038,0.2,31.6,1.7,1.0,30.0,21.5,0.32,0.45,0.6,0.08,39.0,0.008,3.5,drinkable
1,0.3,0.19,0.3,75.0,500.0,590,0.029,0.11,0.039,0.2,31.6,1.9,1.0,17.0,21.4,0.33,0.45,0.59,0.07,27.0,0.009,2.0,drinkable
2,0.5,0.14,0.3,75.0,150.0,190,0.032,0.12,0.037,1.3,31.7,1.8,1.0,92.0,21.3,0.29,0.38,0.53,0.09,16.0,0.007,9.0,drinkable
0,0.2,0.15,1.0,73.0,130.0,140,0.027,0.13,0.033,1.0,31.4,1.5,1.3,14.0,20.1,0.31,0.33,0.49,0.06,13.5,0.008,2.0,drinkable
1,0.2,0.15,1.3,72.0,140.0,160,0.027,0.14,0.032,0.5,31.4,1.6,1.3,14.0,20.0,0.32,0.28,0.45,0.06,14.0,0.007,2.0,drinkable
2,0.2,0.16,1.0,72.0,250.0,290,0.028,0.13,0.031,1.0,31.4,1.6,1.3,15.0,20.0,0.32,0.33,0.49,0.06,15.0,0.008,2.0,drinkable
0,0.4,0.1,0.3,86.0,200.0,200,0.011,0.057,0.026,1.1,,0.36,0.8,14.0,19.0,0.17,0.23,0.3,0.04,8.6,,2.0,drinkable
1,0.4,0.096,1.1,85.0,1.0,100,0.01,0.057,0.02,0.2,,0.37,0.8,15.0,18.9,0.16,0.28,0.35,0.04,11.0,,2.5,drinkable
2,0.5,0.094,1.3,85.0,1.0,1,0.01,0.056,0.031,0.2,,0.34,0.8,18.0,18.9,0.16,0.38,0.45,0.04,14.5,,2.0,drinkable
0,0.5,0.14,1.0,84.0,50.0,50,0.016,0.07,0.029,0.5,31.2,0.68,0.7,15.0,18.8,0.23,0.35,0.44,0.05,14.9,0.008,2.0,drinkable
1,0.6,0.12,0.6,80.0,50.0,50,0.015,0.074,0.024,0.8,31.3,0.7,0.7,16.0,18.6,0.21,0.35,0.44,0.06,15.6,0.007,2.0,drinkable
2,0.6,0.26,0.7,78.0,270.0,300,0.016,0.068,0.046,0.2,31.3,0.8,0.7,24.0,18.6,0.34,0.73,0.81,0.08,17.8,0.013,3.0,drinkable
0,0.8,0.1,0.2,81.0,80.0,90,0.025,0.094,0.022,4.1,31.4,1.1,,12.0,18.7,0.22,0.51,0.63,0.06,13.0,0.006,1.5,drinkable
1,0.8,0.11,0.6,80.0,70.0,70,0.025,0.093,0.025,0.9,31.4,1.1,,14.0,18.4,0.23,0.58,0.7,0.05,13.0,0.007,2.0,drinkable
2,0.8,0.13,0.8,79.0,170.0,200,0.025,0.088,0.027,0.6,31.4,1.1,,20.0,18.4,0.24,0.32,0.43,0.05,20.9,0.008,2.5,drinkable
0,0.4,0.11,0.2,84.0,310.0,350,0.021,0.092,0.024,3.1,31.6,1.1,1.2,14.0,16.3,0.22,0.39,0.5,0.06,10.8,0.004,2.5,drinkable
1,0.5,0.12,0.4,85.0,400.0,460,0.022,0.092,0.027,0.3,31.6,1.1,1.2,12.0,16.3,0.23,0.4,0.51,0.07,8.8,0.004,2.0,drinkable
2,0.2,0.11,0.8,86.0,630.0,640,0.021,0.095,0.02,0.2,31.6,1.1,1.2,14.0,16.3,0.23,0.4,0.52,0.05,7.8,0.004,2.0,drinkable
0,0.7,0.087,1.3,83.0,310.0,340,0.02,0.12,0.021,0.5,31.6,1.2,1.3,27.0,15.3,0.23,0.22,0.36,0.07,34.0,0.002,3.5,drinkable
1,0.8,0.092,1.1,85.0,360.0,400,0.021,0.12,0.025,1.0,31.6,1.1,1.3,30.0,15.4,0.23,0.23,0.37,0.04,36.5,0.001,3.0,drinkable
2,1.8,0.091,1.3,85.0,450.0,480,0.021,0.12,0.023,0.7,31.6,1.2,1.3,33.0,15.3,0.23,0.28,0.42,0.05,40.5,0.003,3.5,drinkable
0,1,0.17,1.2,92.0,1100.0,1200,0.016,0.092,0.028,0.2,31.9,1.0,1.2,8.0,17.0,0.28,0.39,0.5,0.06,13.0,0.005,2.0,drinkable
